"filename", "language", "Dart", "XML", "comment", "blank", "total"
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/approval/views/application_approval_view.dart", "Dart", 390, 0, 18, 14, 422
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/approval/widgets/applications_tile.dart", "Dart", 168, 0, 1, 6, 175
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/auth/controller/admin_auth_controller.dart", "Dart", 46, 0, 0, 10, 56
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/auth/repository/admin_auth_repository.dart", "Dart", 67, 0, 16, 15, 98
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/auth/views/admin_login_view.dart", "Dart", 89, 0, 24, 9, 122
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/base_nav_wrapper/views/base_nav_wrapper.dart", "Dart", 68, 0, 5, 7, 80
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/base_nav_wrapper/widgets/nav_bar_item.dart", "Dart", 151, 0, 5, 18, 174
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/communities/controllers/community_controller.dart", "Dart", 114, 0, 6, 15, 135
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/communities/repositories/community_repository.dart", "Dart", 101, 0, 6, 14, 121
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/communities/views/create_community_view.dart", "Dart", 99, 0, 0, 7, 106
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/home/views/admin_home_view.dart", "Dart", 59, 0, 1, 7, 67
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/posts/controllers/admin_post_controller.dart", "Dart", 87, 0, 1, 9, 97
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/posts/repositories/admin_post_repository.dart", "Dart", 27, 0, 1, 5, 33
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/posts/views/admin_add_post_type_view.dart", "Dart", 234, 0, 3, 17, 254
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/verifications/controller/verification_controller.dart", "Dart", 89, 0, 2, 11, 102
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/verifications/repositories/verifications_repository.dart", "Dart", 93, 0, 6, 11, 110
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/verifications/views/verification_view.dart", "Dart", 432, 0, 7, 13, 452
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/features/verifications/widgets/verification_tile.dart", "Dart", 170, 0, 1, 5, 176
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/models/admin_model.dart", "Dart", 50, 0, 1, 11, 62
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/models/community_model.dart", "Dart", 89, 0, 1, 12, 102
"/Users/user/Documents/Dev/Projects/bu_news/lib/admin/router/admin_router.dart", "Dart", 24, 0, 50, 4, 78
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/add.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/balloon.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/bell.svg", "XML", 0, 4, 0, 1, 5
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/beta-logo.svg", "XML", 0, 15, 0, 1, 16
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/camera.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/double-chevron.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/emergency.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/eye.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/fever.svg", "XML", 0, 9, 0, 1, 10
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/google.svg", "XML", 0, 13, 0, 1, 14
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/green-reminder.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/headache.svg", "XML", 0, 8, 0, 1, 9
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/help-filled.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/help.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/home-filled.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/home.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/info.svg", "XML", 0, 6, 0, 1, 7
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/insights.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/insomnia.svg", "XML", 0, 4, 0, 1, 5
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/logout.svg", "XML", 0, 4, 0, 1, 5
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/new-note.svg", "XML", 0, 5, 0, 1, 6
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/newBell.svg", "XML", 0, 4, 0, 1, 5
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/notes-filled.svg", "XML", 0, 6, 0, 1, 7
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/notes.svg", "XML", 0, 6, 0, 1, 7
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/profile-selected.svg", "XML", 0, 6, 0, 1, 7
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/profile.svg", "XML", 0, 5, 0, 1, 6
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/sick.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/stomach.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/tired.svg", "XML", 0, 5, 0, 1, 6
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/tissue.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/toothache.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/triple-chevron.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/assets/images/yellow-reminder.svg", "XML", 0, 3, 0, 1, 4
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/constants/constants.dart", "Dart", 24, 0, 4, 6, 34
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/constants/firebase_constants.dart", "Dart", 10, 0, 0, 0, 10
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/enums/enums.dart", "Dart", 4, 0, 10, 2, 16
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/failure.dart", "Dart", 4, 0, 0, 2, 6
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/providers/firebase_provider.dart", "Dart", 9, 0, 0, 1, 10
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/providers/storage_repository_provider.dart", "Dart", 38, 0, 0, 8, 46
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/type_defs.dart", "Dart", 4, 0, 0, 1, 5
"/Users/user/Documents/Dev/Projects/bu_news/lib/core/utils.dart", "Dart", 15, 0, 0, 3, 18
"/Users/user/Documents/Dev/Projects/bu_news/lib/features/auth/controller/auth_controller.dart", "Dart", 76, 0, 2, 13, 91
"/Users/user/Documents/Dev/Projects/bu_news/lib/features/auth/repository/auth_repository.dart", "Dart", 134, 0, 1, 24, 159
"/Users/user/Documents/Dev/Projects/bu_news/lib/features/auth/screens/login_screen.dart", "Dart", 79, 0, 15, 3, 97
"/Users/user/Documents/Dev/Projects/bu_news/lib/features/base_nav_wrapper/views/base_nav_wrapper.dart", "Dart", 86, 0, 60, 14, 160
